Split,Fruit,FileName,SizeBytes,BitDepth,Width,Height,HPPI,VPPI
train,Apple Granny Smith,Apple Granny Smith_167.jpg,4464,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_168.jpg,4378,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_169.jpg,4317,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_17.jpg,4127,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_170.jpg,4044,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_171.jpg,4233,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_172.jpg,3988,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_173.jpg,4064,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_174.jpg,4285,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_175.jpg,3990,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_176.jpg,4383,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_177.jpg,4133,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_178.jpg,4434,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_179.jpg,4024,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_18.jpg,4083,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_180.jpg,3987,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_181.jpg,4151,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_182.jpg,3879,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_183.jpg,4066,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_184.jpg,4006,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_185.jpg,4092,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_186.jpg,4057,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_187.jpg,4341,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_188.jpg,4504,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_189.jpg,4072,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_19.jpg,4153,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_190.jpg,4059,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_191.jpg,4049,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_192.jpg,4104,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_193.jpg,4367,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_194.jpg,3989,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_195.jpg,4021,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_196.jpg,4129,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_197.jpg,4062,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_198.jpg,4209,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_199.jpg,4046,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_2.jpg,4347,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_20.jpg,4458,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_200.jpg,4258,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_201.jpg,3931,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_202.jpg,4260,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_203.jpg,4388,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_204.jpg,4077,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_205.jpg,4215,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_206.jpg,4057,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_207.jpg,4041,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_208.jpg,3896,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_209.jpg,4044,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_21.jpg,4178,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_210.jpg,4093,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_211.jpg,4011,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_212.jpg,3969,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_213.jpg,4496,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_214.jpg,4150,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_215.jpg,4115,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_216.jpg,4138,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_217.jpg,4110,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_218.jpg,3992,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_219.jpg,3839,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_22.jpg,4397,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_220.jpg,4122,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_221.jpg,4097,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_222.jpg,4402,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_223.jpg,4372,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_224.jpg,4160,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_225.jpg,4214,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_226.jpg,4133,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_227.jpg,4171,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_228.jpg,3988,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_229.jpg,4228,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_23.jpg,4078,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_230.jpg,4058,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_231.jpg,4275,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_232.jpg,4387,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_233.jpg,4062,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_234.jpg,4472,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_235.jpg,4092,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_236.jpg,4119,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_237.jpg,4279,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_238.jpg,4342,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_239.jpg,4242,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_24.jpg,4099,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_240.jpg,4143,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_241.jpg,4101,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_242.jpg,4025,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_243.jpg,4132,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_244.jpg,4078,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_245.jpg,4030,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_246.jpg,4018,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_247.jpg,4072,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_248.jpg,3907,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_249.jpg,4056,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_25.jpg,4472,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_250.jpg,4280,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_251.jpg,4280,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_252.jpg,4049,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_253.jpg,4269,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_254.jpg,4377,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_255.jpg,4018,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_256.jpg,4354,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_257.jpg,4129,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_258.jpg,4040,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_259.jpg,4080,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_26.jpg,3956,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_260.jpg,4092,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_261.jpg,4038,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_262.jpg,4090,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_263.jpg,4206,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_264.jpg,4159,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_265.jpg,4237,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_266.jpg,4098,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_267.jpg,4347,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_268.jpg,4004,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_269.jpg,4191,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_27.jpg,3932,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_270.jpg,4072,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_271.jpg,4075,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_272.jpg,4059,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_273.jpg,3899,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_274.jpg,4019,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_275.jpg,4132,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_276.jpg,4139,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_277.jpg,4141,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_278.jpg,4487,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_279.jpg,4373,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_28.jpg,4097,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_280.jpg,4217,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_281.jpg,4019,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_282.jpg,3992,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_283.jpg,4486,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_284.jpg,4132,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_285.jpg,4067,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_286.jpg,4252,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_287.jpg,4315,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_288.jpg,4339,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_289.jpg,4273,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_29.jpg,4167,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_290.jpg,4096,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_291.jpg,4023,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_292.jpg,4014,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_293.jpg,4210,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_294.jpg,4053,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_295.jpg,4222,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_296.jpg,4079,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_297.jpg,4007,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_298.jpg,4203,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_299.jpg,4068,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_3.jpg,3995,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_30.jpg,4140,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_300.jpg,4239,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_301.jpg,4040,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_302.jpg,4375,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_303.jpg,4055,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_304.jpg,4104,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_305.jpg,4274,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_306.jpg,4044,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_307.jpg,4275,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_308.jpg,3972,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_309.jpg,3858,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_31.jpg,4160,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_310.jpg,4094,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_311.jpg,4144,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_312.jpg,4535,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_313.jpg,3943,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_314.jpg,4007,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_315.jpg,4250,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_316.jpg,4370,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_317.jpg,4283,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_318.jpg,4254,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_319.jpg,4035,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_32.jpg,4477,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_320.jpg,4121,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_321.jpg,4231,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_322.jpg,4088,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_323.jpg,4214,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_324.jpg,3999,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_325.jpg,4091,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_326.jpg,4132,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_327.jpg,4027,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_328.jpg,4126,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_329.jpg,3835,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_33.jpg,4445,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_330.jpg,3946,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_331.jpg,4059,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_332.jpg,4361,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_333.jpg,4066,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_334.jpg,4317,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_335.jpg,4232,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_336.jpg,4066,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_337.jpg,4233,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_338.jpg,4045,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_339.jpg,4310,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_34.jpg,4201,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_340.jpg,4165,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_341.jpg,4281,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_342.jpg,4244,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_343.jpg,4154,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_344.jpg,4298,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_345.jpg,4044,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_346.jpg,4402,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_347.jpg,4086,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_348.jpg,4038,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_349.jpg,4126,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_35.jpg,4001,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_350.jpg,4086,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_351.jpg,4086,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_352.jpg,4220,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_353.jpg,4140,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_354.jpg,4188,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_355.jpg,4006,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_356.jpg,4068,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_357.jpg,4094,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_358.jpg,4037,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_359.jpg,3937,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_36.jpg,4244,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_360.jpg,4082,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_361.jpg,4276,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_362.jpg,4043,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_363.jpg,4373,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_364.jpg,4058,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_365.jpg,4244,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_366.jpg,4032,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_367.jpg,4130,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_368.jpg,4192,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_369.jpg,4387,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_37.jpg,4139,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_370.jpg,4484,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_371.jpg,4135,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_372.jpg,4073,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_373.jpg,4154,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_374.jpg,4115,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_375.jpg,4104,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_376.jpg,4125,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_377.jpg,4039,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_378.jpg,4042,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_379.jpg,3987,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_38.jpg,4261,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_380.jpg,4430,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_381.jpg,4528,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_382.jpg,4324,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_383.jpg,3965,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_384.jpg,4273,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_385.jpg,3993,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_386.jpg,4052,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_387.jpg,4240,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_388.jpg,4015,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_389.jpg,4413,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_39.jpg,4084,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_390.jpg,4041,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_391.jpg,4091,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_392.jpg,4031,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_393.jpg,4262,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_394.jpg,4226,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_395.jpg,4026,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_396.jpg,4216,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_397.jpg,4050,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_398.jpg,4215,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_399.jpg,4177,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_4.jpg,3953,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_40.jpg,4150,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_400.jpg,4190,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_401.jpg,4052,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_402.jpg,4094,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_403.jpg,4140,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_404.jpg,4073,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_405.jpg,4072,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_406.jpg,4018,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_407.jpg,4061,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_408.jpg,4483,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_409.jpg,4101,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_41.jpg,3831,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_410.jpg,4440,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_411.jpg,4152,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_412.jpg,4356,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_413.jpg,4256,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_414.jpg,4288,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_415.jpg,4338,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_416.jpg,4100,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_417.jpg,4059,24,100,100,,
train,Apple Granny Smith,Apple Granny Smith_418.jpg,4132,24,100,100,,
